itf_g_mean,itf_g_std,itf_g_se,itf_t_mean,itf_t_std,itf_t_se,itf_s_mean,itf_s_std,itf_s_se,month
6.749088283646088,3.895824615131774,0.6681284094584583,9.06846392493457,2.515946908565179,0.43148133511259723,-1.426753089140652,1.1367586662765143,0.19495250291490757,1
4.304752146428697,4.452376247044972,0.7635762268903261,6.811724296151125,2.6417396213415905,0.45305460737498976,-1.4965155087919837,0.8419286981032856,0.14438958051558795,2
3.0612259779323345,4.776131334668615,0.8190997663504698,3.718163353436033,2.8008189689417513,0.4803364904138107,0.8568239629607689,1.4035532728939393,0.24070740047344819,3
-0.25666652187039807,4.957051146080641,0.8501272580318817,-2.392689388942574,2.9474800466087947,0.5054886577291843,3.431279921022543,0.9945124537978659,0.1705574787329387,4
0.6812901764287792,5.1304566918205445,0.8798660637821398,0.2517091077729839,2.9954518691417062,0.5137157574202861,1.704847428319485,1.216347184699541,0.20860182121804516,5
10.469700683056505,4.820880912385599,0.8267742556146572,9.951180140047068,2.8809384495239936,0.49407686797601796,1.8031265246182315,0.9791621210056082,0.16792491837759982,6
11.908876895145754,4.585371920792407,0.7863847967680859,11.721655203778932,2.733699733813408,0.46882563655345244,1.458598113679123,0.9987996014671116,0.17129271849251132,7
10.202952497565569,4.197637242240339,0.7198888479857207,8.829918459928384,2.5636253509378486,0.4396581205213087,2.6113676293234733,1.095312087242782,0.1878444732516253,8
13.017017036578663,3.853777548620547,0.6609173970423898,10.404403925490787,2.395915564019851,0.41089612935032044,4.028279298403775,0.8394208253320127,0.1439594838835972,9
5.112195471565843,3.642881609325901,0.6247490418410576,3.2552179332234816,2.324334907677672,0.39862014806406465,2.8961480024026813,1.0986614438705942,0.18841888317443278,10
2.679052334814927,3.7059841895352084,0.6355710450657955,0.8246423757448511,2.3255613308786423,0.39883047790781695,2.761499497067535,1.0708339601744257,0.18364650909246366,11
4.017557707825759,3.608207857489641,0.6188025424595566,3.6481785874183785,2.3978208220176227,0.41122287840126975,1.359620509601961,1.1575079269854103,0.19851097176923627,12
